"property","description","type","default","version","isEnum"
"block","Option to fit width to its parent\'s width","boolean","false","",false
"defaultValue","Default selected value","string | number","","",false
"disabled","Disable all segments","boolean","false","",false
"onChange","The callback function that is triggered when the state changes","function(value: string | number)","","",false
"options","Set children optional","string[] | number[] | Array<{ label: ReactNode value: string icon? ReactNode disabled?: boolean className?: string }>","[]","",false
"size","The size of the Segmented.","large | middle | small","-","",false
"value","Currently selected value","string | number","","",false
