"property","description","type","default","version","isEnum"
"bordered","Whether to display the border","boolean","false","",false
"colon","Change default props colon value of Descriptions.Item","boolean","true","",false
"column","The number of DescriptionItems in a row,could be a number or a object like { xs: 8, sm: 16, md: 24},(Only set bordered={true} to take effect)","number","3","",false
"contentStyle","Customize label style","CSSProperties","-","4.10.0",false
"extra","The action area of the description list, placed at the top-right","ReactNode","-","4.5.0",false
"labelStyle","Customize label style","CSSProperties","-","4.10.0",false
"layout","Define description layout","horizontal | vertical","horizontal","",false
"size","Set the size of the list. Can be set to middle,small, or not filled","default | middle | small","-","",false
"title","The title of the description list, placed at the top","ReactNode","-","",false
