"property","description","type","default","version","isEnum"
"column","The column of grid","number","-","",false
"gutter","The spacing between grid","number","0","",false
"xs","<576px column of grid","number","-","",false
"sm","≥576px column of grid","number","-","",false
"md","≥768px column of grid","number","-","",false
"lg","≥992px column of grid","number","-","",false
"xl","≥1200px column of grid","number","-","",false
"xxl","≥1600px column of grid","number","-","",false
